"","V1"
"1",14
"2",28
"3",44
"4",60
"5",69
"6",86
"7",114
"8",133
"9",156
"10",175
"11",194
"12",210
"13",226
"14",236
"15",256
"16",274
"17",295
"18",308
"19",325
"20",326
"21",352
"22",374
"23",387
"24",413
"25",423
"26",444
"27",460
"28",486
"29",501
"30",520
"31",521
"32",534
"33",556
"34",577
"35",600
"36",623
"37",639
"38",657
"39",674
"40",693
"41",709
"42",727
"43",749
"44",762
"45",777
"46",798
"47",819
"48",835
"49",852
"50",870
"51",885
"52",905
"53",924
"54",938
"55",955
"56",974
"57",992
"58",1003
"59",1018
"60",1036
"61",1058
"62",1073
"63",1094
"64",1109
"65",1127
"66",1128
"67",1143
"68",1164
"69",1186
"70",1204
"71",1229
"72",1255
"73",1277
"74",1299
"75",1318
"76",1332
"77",1349
"78",1350
"79",1368
"80",1383
"81",1402
"82",1424
"83",1439
"84",1453
"85",1471
"86",1489
"87",1499
"88",1520
"89",1538
"90",1554
"91",1570
"92",1585
"93",1611
"94",1632
"95",1653
"96",1672
"97",1699
"98",1723
"99",1742
"100",1756
"101",1776
"102",1803
"103",1821
"104",1834
"105",1847
"106",1848
"107",1870
"108",1892
"109",1913
"110",1941
"111",1960
"112",1979
"113",1993
"114",2014
"115",2034
"116",2065
"117",2084
"118",2106
"119",2130
"120",2149
"121",2173
"122",2203
"123",2225
"124",2244
"125",2262
